Temporada_Local,Jornada,Fecha,Tipo_Local,Equipo_Local,Marcador_Local,Marcador_Visitante,Equipo_Visita,Tipo_Visita
2004-2005,10,7/11/2004,Local,Getafe,1,0,Valencia,Visitante
2004-2005,10,7/11/2004,Local,Levante,1,0,Athletic Club,Visitante
2004-2005,10,7/11/2004,Local,Málaga,0,2,Real Madrid,Visitante
2004-2005,10,7/11/2004,Local,Racing de Santander,2,0,Numancia,Visitante
2004-2005,10,7/11/2004,Local,Real Sociedad,0,2,Espanyol,Visitante
2004-2005,10,7/11/2004,Local,Sevilla,1,1,Mallorca,Visitante
2004-2005,10,7/11/2004,Local,Villarreal,3,0,Osasuna,Visitante
2004-2005,11,11/13/2004,Local,Athletic Club,2,1,Villarreal,Visitante
2004-2005,11,11/13/2004,Local,Deportivo de La Coruña,1,0,Levante,Visitante
2004-2005,11,11/13/2004,Local,Espanyol,2,1,Racing de Santander,Visitante
2004-2005,11,11/13/2004,Local,Getafe,1,0,Málaga,Visitante
2004-2005,11,11/13/2004,Local,Numancia,2,1,Sevilla,Visitante
2004-2005,11,11/13/2004,Local,Osasuna,1,0,Real Sociedad,Visitante
2004-2005,11,11/13/2004,Local,Valencia,0,0,Real Zaragoza,Visitante
2004-2005,11,11/14/2004,Local,Betis,2,1,Barcelona,Visitante
2004-2005,11,11/14/2004,Local,Mallorca,1,1,Atlético de Madrid,Visitante
2004-2005,11,11/14/2004,Local,Real Madrid,6,1,Albacete,Visitante
2004-2005,12,11/20/2004,Local,Barcelona,3,0,Real Madrid,Visitante
2004-2005,12,11/20/2004,Local,Málaga,0,2,Valencia,Visitante
2004-2005,12,11/20/2004,Local,Villarreal,0,2,Deportivo de La Coruña,Visitante
2004-2005,12,11/21/2004,Local,Albacete,1,1,Getafe,Visitante
2004-2005,12,11/21/2004,Local,Atlético de Madrid,2,0,Numancia,Visitante
2004-2005,12,11/21/2004,Local,Levante,1,2,Betis,Visitante
2004-2005,12,11/21/2004,Local,Racing de Santander,1,1,Osasuna,Visitante
2004-2005,12,11/21/2004,Local,Real Sociedad,3,2,Athletic Club,Visitante
2004-2005,12,11/21/2004,Local,Sevilla,1,0,Espanyol,Visitante
2004-2005,12,11/21/2004,Local,Real Zaragoza,0,1,Mallorca,Visitante
2004-2005,13,11/27/2004,Local,Athletic Club,3,0,Racing de Santander,Visitante
2004-2005,13,11/27/2004,Local,Espanyol,2,1,Atlético de Madrid,Visitante
2004-2005,13,11/27/2004,Local,Getafe,1,2,Barcelona,Visitante
2004-2005,13,11/28/2004,Local,Betis,2,1,Villarreal,Visitante
2004-2005,13,11/28/2004,Local,Málaga,0,2,Albacete,Visitante
2004-2005,13,11/28/2004,Local,Numancia,2,1,Real Zaragoza,Visitante
2004-2005,13,11/28/2004,Local,Osasuna,4,1,Sevilla,Visitante
2004-2005,13,11/28/2004,Local,Real Madrid,5,0,Levante,Visitante
2004-2005,13,11/28/2004,Local,Valencia,2,0,Mallorca,Visitante
2004-2005,13,11/29/2004,Local,Deportivo de La Coruña,2,2,Real Sociedad,Visitante
2004-2005,14,4/12/2004,Local,Albacete,0,1,Valencia,Visitante
2004-2005,14,4/12/2004,Local,Barcelona,4,0,Málaga,Visitante
2004-2005,14,4/12/2004,Local,Real Sociedad,1,0,Betis,Visitante
2004-2005,14,5/12/2004,Local,Atlético de Madrid,3,2,Osasuna,Visitante
2004-2005,14,5/12/2004,Local,Levante,0,0,Getafe,Visitante
2004-2005,14,5/12/2004,Local,Mallorca,3,2,Numancia,Visitante
2004-2005,14,5/12/2004,Local,Racing de Santander,2,2,Deportivo de La Coruña,Visitante
2004-2005,14,5/12/2004,Local,Sevilla,2,0,Athletic Club,Visitante
2004-2005,14,5/12/2004,Local,Villarreal,0,0,Real Madrid,Visitante
2004-2005,14,5/12/2004,Local,Real Zaragoza,0,1,Espanyol,Visitante
2004-2005,15,11/12/2004,Local,Albacete,1,2,Barcelona,Visitante
2004-2005,15,11/12/2004,Local,Athletic Club,1,0,Atlético de Madrid,Visitante
2004-2005,15,12/12/2004,Local,Betis,2,1,Racing de Santander,Visitante
2004-2005,15,12/12/2004,Local,Deportivo de La Coruña,2,2,Sevilla,Visitante
2004-2005,15,12/12/2004,Local,Espanyol,2,1,Mallorca,Visitante
2004-2005,15,12/12/2004,Local,Getafe,1,2,Villarreal,Visitante
2004-2005,15,12/12/2004,Local,Málaga,1,0,Levante,Visitante
2004-2005,15,12/12/2004,Local,Osasuna,2,2,Real Zaragoza,Visitante
2004-2005,15,12/12/2004,Local,Valencia,1,0,Numancia,Visitante
2004-2005,15,5/1/2005,Local,Real Madrid,2,1,Real Sociedad,Visitante
2004-2005,16,12/18/2004,Local,Barcelona,1,1,Valencia,Visitante
2004-2005,16,12/18/2004,Local,Levante,1,1,Albacete,Visitante
2004-2005,16,12/18/2004,Local,Racing de Santander,2,3,Real Madrid,Visitante
2004-2005,16,12/19/2004,Local,Atlético de Madrid,1,0,Deportivo de La Coruña,Visitante
2004-2005,16,12/19/2004,Local,Mallorca,1,2,Osasuna,Visitante
2004-2005,16,12/19/2004,Local,Numancia,0,0,Espanyol,Visitante
2004-2005,16,12/19/2004,Local,Real Sociedad,1,1,Getafe,Visitante
2004-2005,16,12/19/2004,Local,Sevilla,2,1,Betis,Visitante
2004-2005,16,12/19/2004,Local,Villarreal,3,0,Málaga,Visitante
2004-2005,16,12/19/2004,Local,Real Zaragoza,0,2,Athletic Club,Visitante
2004-2005,17,12/21/2004,Local,Barcelona,2,1,Levante,Visitante
2004-2005,17,12/21/2004,Local,Betis,1,0,Atlético de Madrid,Visitante
2004-2005,17,12/22/2004,Local,Albacete,2,2,Villarreal,Visitante
2004-2005,17,12/22/2004,Local,Athletic Club,4,0,Mallorca,Visitante
2004-2005,17,12/22/2004,Local,Deportivo de La Coruña,2,3,Real Zaragoza,Visitante
2004-2005,17,12/22/2004,Local,Getafe,2,0,Racing de Santander,Visitante
2004-2005,17,12/22/2004,Local,Málaga,1,5,Real Sociedad,Visitante
2004-2005,17,12/22/2004,Local,Osasuna,2,0,Numancia,Visitante
2004-2005,17,12/22/2004,Local,Real Madrid,0,1,Sevilla,Visitante
2004-2005,17,12/22/2004,Local,Valencia,3,0,Espanyol,Visitante
2004-2005,18,8/1/2005,Local,Numancia,1,1,Athletic Club,Visitante
2004-2005,18,8/1/2005,Local,Sevilla,0,0,Getafe,Visitante
2004-2005,18,8/1/2005,Local,Valencia,2,1,Levante,Visitante
2004-2005,18,9/1/2005,Local,Atlético de Madrid,0,3,Real Madrid,Visitante
2004-2005,18,9/1/2005,Local,Espanyol,4,1,Osasuna,Visitante
2004-2005,18,9/1/2005,Local,Mallorca,2,2,Deportivo de La Coruña,Visitante
2004-2005,18,9/1/2005,Local,Racing de Santander,2,1,Málaga,Visitante
2004-2005,18,9/1/2005,Local,Real Sociedad,0,2,Albacete,Visitante
2004-2005,18,9/1/2005,Local,Villarreal,3,0,Barcelona,Visitante
2004-2005,18,9/1/2005,Local,Real Zaragoza,1,0,Betis,Visitante
2004-2005,19,1/15/2005,Local,Getafe,1,1,Atlético de Madrid,Visitante
2004-2005,19,1/15/2005,Local,Málaga,1,0,Sevilla,Visitante
2004-2005,19,1/16/2005,Local,Albacete,0,0,Racing de Santander,Visitante
2004-2005,19,1/16/2005,Local,Athletic Club,1,1,Espanyol,Visitante
2004-2005,19,1/16/2005,Local,Barcelona,1,0,Real Sociedad,Visitante
2004-2005,19,1/16/2005,Local,Betis,2,0,Mallorca,Visitante
2004-2005,19,1/16/2005,Local,Deportivo de La Coruña,1,1,Numancia,Visitante
2004-2005,19,1/16/2005,Local,Levante,2,4,Villarreal,Visitante
2004-2005,19,1/16/2005,Local,Osasuna,0,0,Valencia,Visitante
2004-2005,19,1/16/2005,Local,Real Madrid,3,1,Real Zaragoza,Visitante
2004-2005,20,1/22/2005,Local,Athletic Club,4,3,Osasuna,Visitante
2004-2005,20,1/22/2005,Local,Barcelona,3,0,Racing de Santander,Visitante
2004-2005,20,1/23/2005,Local,Albacete,0,2,Sevilla,Visitante
2004-2005,20,1/23/2005,Local,Betis,4,0,Numancia,Visitante
2004-2005,20,1/23/2005,Local,Deportivo de La Coruña,4,1,Espanyol,Visitante
2004-2005,20,1/23/2005,Local,Getafe,3,0,Real Zaragoza,Visitante
2004-2005,20,1/23/2005,Local,Levante,2,1,Real Sociedad,Visitante
2004-2005,20,1/23/2005,Local,Málaga,1,0,Atlético de Madrid,Visitante
2004-2005,20,1/23/2005,Local,Real Madrid,3,1,Mallorca,Visitante
2004-2005,20,1/23/2005,Local,Villarreal,3,1,Valencia,Visitante
2004-2005,21,1/29/2005,Local,Atlético de Madrid,3,1,Albacete,Visitante
2004-2005,21,1/29/2005,Local,Sevilla,0,4,Barcelona,Visitante
2004-2005,21,1/30/2005,Local,Espanyol,2,2,Betis,Visitante
2004-2005,21,1/30/2005,Local,Mallorca,3,1,Getafe,Visitante
2004-2005,21,1/30/2005,Local,Numancia,1,2,Real Madrid,Visitante
2004-2005,21,1/30/2005,Local,Osasuna,1,1,Deportivo de La Coruña,Visitante
2004-2005,21,1/30/2005,Local,Racing de Santander,2,2,Levante,Visitante
2004-2005,21,1/30/2005,Local,Real Sociedad,0,4,Villarreal,Visitante
2004-2005,21,1/30/2005,Local,Valencia,2,2,Athletic Club,Visitante
2004-2005,21,1/30/2005,Local,Real Zaragoza,1,0,Málaga,Visitante
2004-2005,22,5/2/2005,Local,Real Sociedad,3,3,Valencia,Visitante
2004-2005,22,5/2/2005,Local,Real Madrid,4,0,Espanyol,Visitante
2004-2005,22,6/2/2005,Local,Albacete,2,1,Real Zaragoza,Visitante
2004-2005,22,6/2/2005,Local,Barcelona,0,2,Atlético de Madrid,Visitante
2004-2005,22,6/2/2005,Local,Betis,3,1,Osasuna,Visitante
2004-2005,22,6/2/2005,Local,Deportivo de La Coruña,1,1,Athletic Club,Visitante
2004-2005,22,6/2/2005,Local,Getafe,1,0,Numancia,Visitante
2004-2005,22,6/2/2005,Local,Levante,0,3,Sevilla,Visitante
2004-2005,22,6/2/2005,Local,Málaga,0,0,Mallorca,Visitante
2004-2005,22,6/2/2005,Local,Villarreal,2,1,Racing de Santander,Visitante
2004-2005,23,12/2/2005,Local,Valencia,1,2,Deportivo de La Coruña,Visitante
2004-2005,23,12/2/2005,Local,Real Zaragoza,1,4,Barcelona,Visitante
2004-2005,23,2/13/2005,Local,Athletic Club,4,4,Betis,Visitante
2004-2005,23,2/13/2005,Local,Atlético de Madrid,0,0,Levante,Visitante
2004-2005,23,2/13/2005,Local,Espanyol,2,0,Getafe,Visitante
2004-2005,23,2/13/2005,Local,Mallorca,2,1,Albacete,Visitante
2004-2005,23,2/13/2005,Local,Numancia,0,1,Málaga,Visitante
2004-2005,23,2/13/2005,Local,Osasuna,1,2,Real Madrid,Visitante
2004-2005,23,2/13/2005,Local,Racing de Santander,1,3,Real Sociedad,Visitante
2004-2005,23,2/13/2005,Local,Sevilla,2,1,Villarreal,Visitante
2004-2005,24,2/19/2005,Local,Barcelona,2,0,Mallorca,Visitante
2004-2005,24,2/19/2005,Local,Real Sociedad,1,0,Sevilla,Visitante
2004-2005,24,2/19/2005,Local,Real Madrid,0,2,Athletic Club,Visitante
2004-2005,24,2/20/2005,Local,Albacete,1,2,Numancia,Visitante
2004-2005,24,2/20/2005,Local,Betis,2,0,Deportivo de La Coruña,Visitante
2004-2005,24,2/20/2005,Local,Getafe,0,0,Osasuna,Visitante
2004-2005,24,2/20/2005,Local,Levante,0,0,Real Zaragoza,Visitante
2004-2005,24,2/20/2005,Local,Málaga,3,2,Espanyol,Visitante
2004-2005,24,2/20/2005,Local,Racing de Santander,1,0,Valencia,Visitante
2004-2005,24,2/20/2005,Local,Villarreal,3,2,Atlético de Madrid,Visitante
2004-2005,25,2/26/2005,Local,Deportivo de La Coruña,2,0,Real Madrid,Visitante
2004-2005,25,2/26/2005,Local,Espanyol,2,1,Albacete,Visitante
2004-2005,25,2/26/2005,Local,Mallorca,1,2,Levante,Visitante
2004-2005,25,2/26/2005,Local,Numancia,1,1,Barcelona,Visitante
2004-2005,25,2/27/2005,Local,Atlético de Madrid,1,0,Real Sociedad,Visitante
2004-2005,25,2/27/2005,Local,Osasuna,1,6,Málaga,Visitante
2004-2005,25,2/27/2005,Local,Sevilla,2,2,Racing de Santander,Visitante
2004-2005,25,2/27/2005,Local,Valencia,2,1,Betis,Visitante
2004-2005,25,2/27/2005,Local,Real Zaragoza,1,0,Villarreal,Visitante
2004-2005,25,3/16/2005,Local,Athletic Club,1,2,Getafe,Visitante
2004-2005,26,1/3/2005,Local,Barcelona,0,0,Espanyol,Visitante
2004-2005,26,2/3/2005,Local,Albacete,1,1,Osasuna,Visitante
2004-2005,26,2/3/2005,Local,Getafe,1,1,Deportivo de La Coruña,Visitante
2004-2005,26,2/3/2005,Local,Levante,1,1,Numancia,Visitante
2004-2005,26,2/3/2005,Local,Málaga,1,0,Athletic Club,Visitante
2004-2005,26,2/3/2005,Local,Racing de Santander,2,1,Atlético de Madrid,Visitante
2004-2005,26,2/3/2005,Local,Real Sociedad,2,1,Real Zaragoza,Visitante
2004-2005,26,2/3/2005,Local,Real Madrid,3,1,Betis,Visitante
2004-2005,26,2/3/2005,Local,Sevilla,2,2,Valencia,Visitante
2004-2005,26,2/3/2005,Local,Villarreal,2,1,Mallorca,Visitante
2004-2005,27,5/3/2005,Local,Atlético de Madrid,3,0,Sevilla,Visitante
2004-2005,27,5/3/2005,Local,Osasuna,0,1,Barcelona,Visitante
2004-2005,27,5/3/2005,Local,Valencia,1,1,Real Madrid,Visitante
2004-2005,27,6/3/2005,Local,Athletic Club,3,1,Albacete,Visitante
2004-2005,27,6/3/2005,Local,Betis,2,2,Getafe,Visitante
2004-2005,27,6/3/2005,Local,Deportivo de La Coruña,1,0,Málaga,Visitante
2004-2005,27,6/3/2005,Local,Espanyol,2,1,Levante,Visitante
2004-2005,27,6/3/2005,Local,Mallorca,3,2,Real Sociedad,Visitante
2004-2005,27,6/3/2005,Local,Numancia,1,1,Villarreal,Visitante
2004-2005,27,6/3/2005,Local,Real Zaragoza,1,0,Racing de Santander,Visitante
2004-2005,28,12/3/2005,Local,Barcelona,2,0,Athletic Club,Visitante
2004-2005,28,12/3/2005,Local,Málaga,1,2,Betis,Visitante
2004-2005,28,3/13/2005,Local,Albacete,0,1,Deportivo de La Coruña,Visitante
2004-2005,28,3/13/2005,Local,Atlético de Madrid,1,0,Valencia,Visitante
2004-2005,28,3/13/2005,Local,Getafe,2,1,Real Madrid,Visitante
2004-2005,28,3/13/2005,Local,Levante,4,0,Osasuna,Visitante
2004-2005,28,3/13/2005,Local,Racing de Santander,3,0,Mallorca,Visitante
2004-2005,28,3/13/2005,Local,Real Sociedad,2,1,Numancia,Visitante
2004-2005,28,3/13/2005,Local,Sevilla,0,1,Real Zaragoza,Visitante
2004-2005,28,3/13/2005,Local,Villarreal,4,1,Espanyol,Visitante
2004-2005,29,3/19/2005,Local,Betis,2,1,Albacete,Visitante
2004-2005,29,3/19/2005,Local,Deportivo de La Coruña,0,1,Barcelona,Visitante
2004-2005,29,3/19/2005,Local,Espanyol,2,2,Real Sociedad,Visitante
2004-2005,29,3/20/2005,Local,Athletic Club,3,1,Levante,Visitante
2004-2005,29,3/20/2005,Local,Mallorca,0,1,Sevilla,Visitante
2004-2005,29,3/20/2005,Local,Numancia,2,3,Racing de Santander,Visitante
2004-2005,29,3/20/2005,Local,Real Madrid,1,0,Málaga,Visitante
2004-2005,29,3/20/2005,Local,Valencia,3,1,Getafe,Visitante
2004-2005,29,3/20/2005,Local,Real Zaragoza,0,0,Atlético de Madrid,Visitante
2004-2005,29,4/28/2005,Local,Osasuna,3,2,Villarreal,Visitante
2004-2005,30,2/4/2005,Local,Real Sociedad,2,0,Osasuna,Visitante
2004-2005,30,2/4/2005,Local,Villarreal,3,1,Athletic Club,Visitante
2004-2005,30,2/4/2005,Local,Real Zaragoza,2,2,Valencia,Visitante
2004-2005,30,3/4/2005,Local,Albacete,1,2,Real Madrid,Visitante
2004-2005,30,3/4/2005,Local,Atlético de Madrid,4,0,Mallorca,Visitante
2004-2005,30,3/4/2005,Local,Barcelona,3,3,Betis,Visitante
2004-2005,30,3/4/2005,Local,Levante,0,1,Deportivo de La Coruña,Visitante
2004-2005,30,3/4/2005,Local,Málaga,1,1,Getafe,Visitante
2004-2005,30,3/4/2005,Local,Racing de Santander,1,3,Espanyol,Visitante
2004-2005,30,3/4/2005,Local,Sevilla,1,0,Numancia,Visitante
2004-2005,31,9/4/2005,Local,Athletic Club,3,0,Real Sociedad,Visitante
2004-2005,31,9/4/2005,Local,Numancia,1,0,Atlético de Madrid,Visitante
2004-2005,31,10/4/2005,Local,Betis,2,2,Levante,Visitante
2004-2005,31,10/4/2005,Local,Deportivo de La Coruña,1,1,Villarreal,Visitante
2004-2005,31,10/4/2005,Local,Espanyol,1,3,Sevilla,Visitante
2004-2005,31,10/4/2005,Local,Getafe,1,0,Albacete,Visitante
2004-2005,31,10/4/2005,Local,Mallorca,0,2,Real Zaragoza,Visitante
2004-2005,31,10/4/2005,Local,Osasuna,1,0,Racing de Santander,Visitante
2004-2005,31,10/4/2005,Local,Real Madrid,4,2,Barcelona,Visitante
2004-2005,31,10/4/2005,Local,Valencia,2,2,Málaga,Visitante
2004-2005,32,4/16/2005,Local,Atlético de Madrid,0,0,Espanyol,Visitante
2004-2005,32,4/16/2005,Local,Real Sociedad,1,0,Deportivo de La Coruña,Visitante
2004-2005,32,4/16/2005,Local,Sevilla,0,1,Osasuna,Visitante
2004-2005,32,4/17/2005,Local,Albacete,1,2,Málaga,Visitante
2004-2005,32,4/17/2005,Local,Barcelona,2,0,Getafe,Visitante
2004-2005,32,4/17/2005,Local,Levante,0,2,Real Madrid,Visitante
2004-2005,32,4/17/2005,Local,Mallorca,0,0,Valencia,Visitante
2004-2005,32,4/17/2005,Local,Racing de Santander,0,2,Athletic Club,Visitante
2004-2005,32,4/17/2005,Local,Villarreal,0,0,Betis,Visitante
2004-2005,32,4/17/2005,Local,Real Zaragoza,4,1,Numancia,Visitante
2004-2005,33,4/23/2005,Local,Osasuna,1,0,Atlético de Madrid,Visitante
2004-2005,33,4/23/2005,Local,Real Madrid,2,1,Villarreal,Visitante
2004-2005,33,4/24/2005,Local,Athletic Club,1,3,Sevilla,Visitante
2004-2005,33,4/24/2005,Local,Betis,2,3,Real Sociedad,Visitante
2004-2005,33,4/24/2005,Local,Deportivo de La Coruña,1,4,Racing de Santander,Visitante
2004-2005,33,4/24/2005,Local,Espanyol,3,1,Real Zaragoza,Visitante
2004-2005,33,4/24/2005,Local,Getafe,1,0,Levante,Visitante
2004-2005,33,4/24/2005,Local,Málaga,0,4,Barcelona,Visitante
2004-2005,33,4/24/2005,Local,Numancia,1,2,Mallorca,Visitante
2004-2005,33,4/24/2005,Local,Valencia,2,0,Albacete,Visitante
2004-2005,34,4/30/2005,Local,Atlético de Madrid,1,1,Athletic Club,Visitante
2004-2005,34,4/30/2005,Local,Numancia,1,1,Valencia,Visitante
2004-2005,34,4/30/2005,Local,Real Sociedad,0,2,Real Madrid,Visitante
2004-2005,34,1/5/2005,Local,Barcelona,2,0,Albacete,Visitante
2004-2005,34,1/5/2005,Local,Levante,0,1,Málaga,Visitante
2004-2005,34,1/5/2005,Local,Mallorca,3,2,Espanyol,Visitante
2004-2005,34,1/5/2005,Local,Racing de Santander,1,1,Betis,Visitante
2004-2005,34,1/5/2005,Local,Sevilla,2,0,Deportivo de La Coruña,Visitante
2004-2005,34,1/5/2005,Local,Villarreal,4,0,Getafe,Visitante
2004-2005,34,1/5/2005,Local,Real Zaragoza,5,1,Osasuna,Visitante
2004-2005,35,7/5/2005,Local,Athletic Club,2,0,Real Zaragoza,Visitante
2004-2005,35,7/5/2005,Local,Betis,1,0,Sevilla,Visitante
2004-2005,35,7/5/2005,Local,Osasuna,1,1,Mallorca,Visitante
2004-2005,35,7/5/2005,Local,Real Madrid,5,0,Racing de Santander,Visitante
2004-2005,35,8/5/2005,Local,Albacete,3,1,Levante,Visitante
2004-2005,35,8/5/2005,Local,Deportivo de La Coruña,2,0,Atlético de Madrid,Visitante
2004-2005,35,8/5/2005,Local,Espanyol,3,0,Numancia,Visitante
2004-2005,35,8/5/2005,Local,Getafe,2,0,Real Sociedad,Visitante
2004-2005,35,8/5/2005,Local,Málaga,0,2,Villarreal,Visitante
2004-2005,35,8/5/2005,Local,Valencia,0,2,Barcelona,Visitante
2004-2005,36,5/14/2005,Local,Levante,1,1,Barcelona,Visitante
2004-2005,36,5/14/2005,Local,Sevilla,2,2,Real Madrid,Visitante
2004-2005,36,5/15/2005,Local,Atlético de Madrid,1,2,Betis,Visitante
2004-2005,36,5/15/2005,Local,Espanyol,2,2,Valencia,Visitante
2004-2005,36,5/15/2005,Local,Mallorca,4,3,Athletic Club,Visitante
2004-2005,36,5/15/2005,Local,Numancia,2,2,Osasuna,Visitante
2004-2005,36,5/15/2005,Local,Racing de Santander,2,1,Getafe,Visitante
2004-2005,36,5/15/2005,Local,Real Sociedad,1,3,Málaga,Visitante
2004-2005,36,5/15/2005,Local,Villarreal,1,0,Albacete,Visitante
2004-2005,36,5/15/2005,Local,Real Zaragoza,2,2,Deportivo de La Coruña,Visitante
2004-2005,37,5/21/2005,Local,Betis,3,2,Real Zaragoza,Visitante
2004-2005,37,5/21/2005,Local,Real Madrid,0,0,Atlético de Madrid,Visitante
2004-2005,37,5/22/2005,Local,Albacete,2,2,Real Sociedad,Visitante
2004-2005,37,5/22/2005,Local,Athletic Club,0,2,Numancia,Visitante
2004-2005,37,5/22/2005,Local,Barcelona,3,3,Villarreal,Visitante
2004-2005,37,5/22/2005,Local,Deportivo de La Coruña,0,3,Mallorca,Visitante
2004-2005,37,5/22/2005,Local,Getafe,0,0,Sevilla,Visitante
2004-2005,37,5/22/2005,Local,Levante,0,0,Valencia,Visitante
2004-2005,37,5/22/2005,Local,Málaga,2,0,Racing de Santander,Visitante
2004-2005,37,5/22/2005,Local,Osasuna,1,1,Espanyol,Visitante
2004-2005,38,5/28/2005,Local,Real Sociedad,0,0,Barcelona,Visitante
2004-2005,38,5/28/2005,Local,Real Zaragoza,1,3,Real Madrid,Visitante
2004-2005,38,5/29/2005,Local,Atlético de Madrid,2,2,Getafe,Visitante
2004-2005,38,5/29/2005,Local,Espanyol,2,0,Athletic Club,Visitante
2004-2005,38,5/29/2005,Local,Mallorca,1,1,Betis,Visitante
2004-2005,38,5/29/2005,Local,Numancia,1,1,Deportivo de La Coruña,Visitante
2004-2005,38,5/29/2005,Local,Racing de Santander,1,0,Albacete,Visitante
2004-2005,38,5/29/2005,Local,Sevilla,0,2,Málaga,Visitante
2004-2005,38,5/29/2005,Local,Valencia,1,0,Osasuna,Visitante
2004-2005,38,5/29/2005,Local,Villarreal,4,1,Levante,Visitante
2005-2006,1,8/27/2005,Local,Athletic Club,3,0,Real Sociedad,Visitante
2005-2006,1,8/27/2005,Local,Alavés,0,0,Barcelona,Visitante
2005-2006,1,8/27/2005,Local,Valencia,1,0,Betis,Visitante
2005-2006,1,8/28/2005,Local,Atlético de Madrid,0,0,Real Zaragoza,Visitante
2005-2006,1,8/28/2005,Local,Cádiz,1,2,Real Madrid,Visitante
2005-2006,1,8/28/2005,Local,Celta de Vigo,2,0,Málaga,Visitante
2005-2006,1,8/28/2005,Local,Espanyol,0,2,Getafe,Visitante
2005-2006,1,8/28/2005,Local,Mallorca,0,1,Deportivo de La Coruña,Visitante
2005-2006,1,8/28/2005,Local,Osasuna,2,1,Villarreal,Visitante
2005-2006,1,8/28/2005,Local,Sevilla,1,0,Racing de Santander,Visitante
2005-2006,2,10/9/2005,Local,Betis,1,0,Osasuna,Visitante
2005-2006,2,10/9/2005,Local,Deportivo de La Coruña,1,0,Atlético de Madrid,Visitante
2005-2006,2,10/9/2005,Local,Real Madrid,2,3,Celta de Vigo,Visitante
2005-2006,2,11/9/2005,Local,Barcelona,2,0,Mallorca,Visitante
2005-2006,2,11/9/2005,Local,Getafe,1,1,Athletic Club,Visitante
2005-2006,2,11/9/2005,Local,Málaga,1,2,Espanyol,Visitante
2005-2006,2,11/9/2005,Local,Racing de Santander,0,1,Cádiz,Visitante
2005-2006,2,11/9/2005,Local,Real Sociedad,2,1,Alavés,Visitante
2005-2006,2,11/9/2005,Local,Villarreal,1,1,Sevilla,Visitante
2005-2006,2,11/9/2005,Local,Real Zaragoza,2,2,Valencia,Visitante
2005-2006,3,9/17/2005,Local,Mallorca,5,2,Real Sociedad,Visitante
2005-2006,3,9/17/2005,Local,Valencia,2,2,Deportivo de La Coruña,Visitante
2005-2006,3,9/18/2005,Local,Athletic Club,1,2,Málaga,Visitante
2005-2006,3,9/18/2005,Local,Atlético de Madrid,2,1,Barcelona,Visitante
2005-2006,3,9/18/2005,Local,Betis,0,0,Real Zaragoza,Visitante
2005-2006,3,9/18/2005,Local,Cádiz,1,1,Villarreal,Visitante
2005-2006,3,9/18/2005,Local,Celta de Vigo,0,1,Racing de Santander,Visitante
2005-2006,3,9/18/2005,Local,Alavés,3,4,Getafe,Visitante
2005-2006,3,9/18/2005,Local,Espanyol,1,0,Real Madrid,Visitante
2005-2006,3,9/18/2005,Local,Osasuna,1,0,Sevilla,Visitante
2005-2006,4,9/21/2005,Local,Barcelona,2,2,Valencia,Visitante
2005-2006,4,9/21/2005,Local,Deportivo de La Coruña,1,1,Betis,Visitante
2005-2006,4,9/21/2005,Local,Getafe,1,1,Mallorca,Visitante
2005-2006,4,9/21/2005,Local,Málaga,0,0,Alavés,Visitante
2005-2006,4,9/21/2005,Local,Racing de Santander,1,0,Espanyol,Visitante
2005-2006,4,9/21/2005,Local,Real Sociedad,3,2,Atlético de Madrid,Visitante
2005-2006,4,9/21/2005,Local,Sevilla,0,0,Cádiz,Visitante
2005-2006,4,9/21/2005,Local,Villarreal,1,2,Celta de Vigo,Visitante
2005-2006,4,9/21/2005,Local,Real Zaragoza,3,1,Osasuna,Visitante
2005-2006,4,9/22/2005,Local,Real Madrid,3,1,Athletic Club,Visitante
2005-2006,5,9/24/2005,Local,Atlético de Madrid,0,1,Getafe,Visitante
